InvoiceNo,InvoiceDate,CustomerID,Country,GrossSale
539214,2010-12-16 12:31:00,17062,United Kingdom,141.3
539215,2010-12-16 12:42:00,15574,United Kingdom,210.75
539216,2010-12-16 12:42:00,12748,United Kingdom,16.15
539217,2010-12-16 12:46:00,15394,United Kingdom,587.66
539218,2010-12-16 12:48:00,15574,United Kingdom,3.75
539219,2010-12-16 12:55:00,17951,United Kingdom,114.0
539222,2010-12-16 13:00:00,14621,United Kingdom,305.7
539225,2010-12-16 13:02:00,15379,United Kingdom,1491.46
539226,2010-12-16 13:05:00,14309,United Kingdom,147.75
539240,2010-12-16 13:15:00,15194,United Kingdom,843.78
539243,2010-12-16 13:21:00,18116,United Kingdom,172.2
539246,2010-12-16 13:33:00,14606,United Kingdom,104.48
539247,2010-12-16 13:33:00,15311,United Kingdom,228.5
539248,2010-12-16 13:33:00,17288,United Kingdom,133.56
539249,2010-12-16 13:43:00,14709,United Kingdom,314.1
539250,2010-12-16 13:44:00,15157,United Kingdom,1085.46
539252,2010-12-16 14:17:00,17744,United Kingdom,377.52
539254,2010-12-16 14:25:00,13199,United Kingdom,243.11999999999998
539255,2010-12-16 14:26:00,16316,United Kingdom,308.21999999999997
539256,2010-12-16 14:27:00,15601,United Kingdom,468.07
539257,2010-12-16 14:29:00,16210,United Kingdom,1722.9
539259,2010-12-16 14:32:00,13050,United Kingdom,301.44
539261,2010-12-16 14:34:00,15620,United Kingdom,424.49
539262,2010-12-16 14:35:00,15789,United Kingdom,351.3
539263,2010-12-16 14:36:00,16560,United Kingdom,332.18
539264,2010-12-16 15:02:00,15224,United Kingdom,310.48
539266,2010-12-16 15:07:00,17068,United Kingdom,131.3
539267,2010-12-16 15:23:00,13534,United Kingdom,253.5
539268,2010-12-16 15:24:00,13534,United Kingdom,29.700000000000003
539269,2010-12-16 15:27:00,17580,United Kingdom,46.85
539272,2010-12-16 15:29:00,15759,United Kingdom,97.24000000000001
539275,2010-12-16 15:34:00,13408,United Kingdom,403.79999999999995
539280,2010-12-16 15:40:00,14373,United Kingdom,76.55
539281,2010-12-16 15:45:00,18176,United Kingdom,476.35
539282,2010-12-16 15:45:00,16770,United Kingdom,131.4
539283,2010-12-16 15:47:00,14092,United Kingdom,250.65
539285,2010-12-16 15:59:00,15366,United Kingdom,105.54
539286,2010-12-16 16:05:00,14735,United Kingdom,252.2
539288,2010-12-16 16:28:00,17857,United Kingdom,5.5
539290,2010-12-16 16:36:00,16271,United Kingdom,133.22
539292,2010-12-16 16:42:00,16539,United Kingdom,304.9
539293,2010-12-16 16:42:00,18223,United Kingdom,501.69
539294,2010-12-16 16:45:00,15532,United Kingdom,356.35
539295,2010-12-16 16:54:00,13767,United Kingdom,348.8
539296,2010-12-16 17:01:00,16816,United Kingdom,75.78
539297,2010-12-16 17:20:00,17691,United Kingdom,147.9
539298,2010-12-16 17:29:00,14180,United Kingdom,136.25
539299,2010-12-16 17:30:00,14180,United Kingdom,218.85
539303,2010-12-16 17:34:00,16684,United Kingdom,436.86
539304,2010-12-16 17:36:00,16684,United Kingdom,302.40000000000003
539305,2010-12-16 17:37:00,14334,United Kingdom,320.15
539306,2010-12-16 17:38:00,17659,United Kingdom,112.15
539307,2010-12-16 17:43:00,13694,United Kingdom,2054.92
539308,2010-12-16 17:48:00,17412,United Kingdom,250.46
539309,2010-12-16 17:49:00,16945,United Kingdom,279.85
539310,2010-12-16 17:51:00,14344,United Kingdom,15.0
539311,2010-12-16 17:53:00,14643,United Kingdom,357.94
539312,2010-12-16 18:01:00,15197,United Kingdom,556.5
539313,2010-12-16 18:18:00,14220,United Kingdom,312.98
539314,2010-12-16 18:20:00,13874,United Kingdom,540.45
539315,2010-12-16 18:23:00,18260,United Kingdom,230.70000000000002
539316,2010-12-16 18:38:00,17848,United Kingdom,97.3
539317,2010-12-16 19:04:00,17392,United Kingdom,312.41
539318,2010-12-16 19:09:00,12348,Finland,892.8
539319,2010-12-16 19:10:00,12967,United Kingdom,292.5
539320,2010-12-16 19:16:00,14911,EIRE,707.0600000000001
539321,2010-12-16 19:19:00,14723,United Kingdom,220.06
539322,2010-12-16 19:22:00,14713,United Kingdom,126.9
539324,2010-12-16 19:51:00,14985,United Kingdom,124.51
539325,2010-12-17 08:20:00,13004,United Kingdom,357.01
539326,2010-12-17 09:22:00,14560,United Kingdom,408.16999999999996
539327,2010-12-17 09:24:00,12600,Germany,198.3
539328,2010-12-17 09:37:00,13854,United Kingdom,300.04
539330,2010-12-17 09:38:00,12370,Austria,277.2
539331,2010-12-17 09:39:00,16013,United Kingdom,216.0
539332,2010-12-17 09:45:00,12931,United Kingdom,144.0
539333,2010-12-17 09:52:00,13627,United Kingdom,311.19
539334,2010-12-17 10:12:00,12748,United Kingdom,25.95
539335,2010-12-17 10:32:00,15291,United Kingdom,320.1
539336,2010-12-17 10:34:00,17790,United Kingdom,115.9
539338,2010-12-17 10:54:00,17404,Sweden,2646.2999999999997
539351,2010-12-17 11:23:00,12551,Spain,168.0
539353,2010-12-17 11:30:00,12782,Portugal,463.5
539374,2010-12-17 11:40:00,14769,United Kingdom,347.01
539379,2010-12-17 11:43:00,15780,United Kingdom,177.15
539391,2010-12-17 11:51:00,12417,Belgium,291.34
539395,2010-12-17 11:52:00,12471,Germany,1484.25
539398,2010-12-17 11:53:00,12471,Germany,29.700000000000003
539400,2010-12-17 12:00:00,12971,United Kingdom,53.400000000000006
539401,2010-12-17 12:02:00,12709,Germany,792.99
539403,2010-12-17 12:21:00,12647,Germany,224.8
539404,2010-12-17 12:24:00,17315,United Kingdom,108.92
539405,2010-12-17 12:38:00,12621,Germany,919.04
539406,2010-12-17 12:43:00,16711,United Kingdom,214.20000000000002
539407,2010-12-17 12:56:00,12726,France,170.28
539408,2010-12-17 12:56:00,12720,Germany,183.74
539410,2010-12-17 13:17:00,16353,United Kingdom,102.0
539411,2010-12-17 13:29:00,14243,United Kingdom,258.7
539414,2010-12-17 13:45:00,16931,United Kingdom,212.61
539415,2010-12-17 13:49:00,15204,United Kingdom,316.58
539416,2010-12-17 13:56:00,17888,United Kingdom,29.43
539417,2010-12-17 13:57:00,17007,United Kingdom,72.0
539418,2010-12-17 13:58:00,17007,United Kingdom,135.12
539419,2010-12-17 14:10:00,12431,Australia,415.7
539420,2010-12-17 14:15:00,15160,United Kingdom,158.16
539421,2010-12-17 14:21:00,14016,EIRE,753.74
539422,2010-12-17 14:23:00,13033,United Kingdom,190.55
539423,2010-12-17 14:24:00,15811,United Kingdom,148.95
539435,2010-12-17 14:46:00,12691,France,180.0
539439,2010-12-17 15:14:00,13869,United Kingdom,323.62
539440,2010-12-17 15:15:00,16607,United Kingdom,250.0
539442,2010-12-17 15:39:00,16558,United Kingdom,311.15000000000003
539443,2010-12-17 15:52:00,14031,United Kingdom,668.88
539444,2010-12-17 15:52:00,14146,United Kingdom,1241.43
539445,2010-12-17 15:57:00,17865,United Kingdom,323.38
539446,2010-12-17 15:58:00,12705,Germany,858.0
539447,2010-12-17 16:00:00,12395,Belgium,333.82
539450,2010-12-17 16:53:00,15570,United Kingdom,196.75
539452,2010-12-17 17:06:00,15856,United Kingdom,741.22
539454,2010-12-17 17:12:00,17377,United Kingdom,196.78
539455,2010-12-17 17:17:00,12748,United Kingdom,121.02
539456,2010-12-17 17:23:00,16885,United Kingdom,190.65
539459,2010-12-17 17:33:00,12839,United Kingdom,334.84000000000003
539460,2010-12-17 18:07:00,12931,United Kingdom,33.0
539461,2010-12-19 10:21:00,17243,United Kingdom,259.55
539462,2010-12-19 11:19:00,14032,United Kingdom,315.56
539463,2010-12-19 11:19:00,18077,United Kingdom,191.46
539464,2010-12-19 11:35:00,17913,United Kingdom,218.05
539465,2010-12-19 11:38:00,16684,United Kingdom,2062.44
539466,2010-12-19 12:46:00,12668,Germany,469.87
539468,2010-12-19 13:31:00,15044,United Kingdom,663.8000000000001
539469,2010-12-19 13:59:00,17841,United Kingdom,283.52
539470,2010-12-19 14:03:00,14472,United Kingdom,279.88
539471,2010-12-19 14:16:00,17358,United Kingdom,246.70000000000002
539472,2010-12-19 14:23:00,15581,United Kingdom,31.62
539473,2010-12-19 14:24:00,14911,EIRE,411.1
539474,2010-12-19 14:27:00,15581,United Kingdom,12.8
539475,2010-12-19 14:41:00,16686,United Kingdom,364.98
539477,2010-12-19 14:58:00,18245,United Kingdom,365.73
539478,2010-12-19 15:07:00,17343,United Kingdom,193.64
539483,2010-12-19 15:31:00,17218,United Kingdom,99.5
539484,2010-12-19 15:44:00,15640,United Kingdom,947.1899999999999
539487,2010-12-20 09:22:00,16153,United Kingdom,215.01
539488,2010-12-20 09:37:00,12377,Switzerland,1001.52
539489,2010-12-20 09:41:00,16684,United Kingdom,311.7
539490,2010-12-20 10:00:00,17069,United Kingdom,306.15000000000003
539491,2010-12-20 10:09:00,14646,Netherlands,70.96000000000001
539496,2010-12-20 10:38:00,13050,United Kingdom,269.5
539497,2010-12-20 10:41:00,12944,United Kingdom,286.95
539498,2010-12-20 10:48:00,15279,United Kingdom,290.51
539501,2010-12-20 11:08:00,17085,United Kingdom,287.45
539502,2010-12-20 11:14:00,14099,United Kingdom,383.52
539551,2010-12-20 11:38:00,12721,France,286.6
539561,2010-12-20 11:41:00,16422,United Kingdom,339.72
539564,2010-12-20 11:45:00,18092,United Kingdom,756.12
539567,2010-12-20 11:58:00,13104,United Kingdom,101.76
539570,2010-12-20 12:05:00,15078,United Kingdom,327.6
539571,2010-12-20 12:06:00,15078,United Kingdom,15.9
539572,2010-12-20 12:14:00,14113,United Kingdom,433.5
539578,2010-12-20 12:45:00,13027,United Kingdom,1440.0
539579,2010-12-20 12:51:00,16713,United Kingdom,344.11
539580,2010-12-20 12:51:00,15312,United Kingdom,289.74
539581,2010-12-20 12:51:00,16143,United Kingdom,455.6
539586,2010-12-20 13:08:00,14298,United Kingdom,962.24
539587,2010-12-20 13:10:00,14298,United Kingdom,754.16
539588,2010-12-20 13:11:00,14527,United Kingdom,138.85
539590,2010-12-20 13:21:00,14733,United Kingdom,832.0799999999999
539591,2010-12-20 13:24:00,14062,United Kingdom,237.60000000000002
539592,2010-12-20 13:27:00,13319,United Kingdom,14.850000000000001
539593,2010-12-20 13:31:00,13319,United Kingdom,776.95
539594,2010-12-20 13:31:00,17621,United Kingdom,239.4
539597,2010-12-20 13:52:00,17090,United Kingdom,61.199999999999996
539604,2010-12-20 14:06:00,16353,United Kingdom,102.0
539607,2010-12-20 14:10:00,12681,France,1084.59
539609,2010-12-20 14:15:00,15527,United Kingdom,221.4
539610,2010-12-20 14:33:00,14606,United Kingdom,109.88
539628,2010-12-20 14:49:00,18097,United Kingdom,182.52
539629,2010-12-20 14:51:00,14062,United Kingdom,239.9
539630,2010-12-20 14:59:00,17230,United Kingdom,751.0
539633,2010-12-20 15:09:00,17230,United Kingdom,73.80000000000001
539634,2010-12-20 15:12:00,17230,United Kingdom,144.5
539635,2010-12-20 15:14:00,14051,United Kingdom,728.0400000000001
539636,2010-12-20 15:15:00,12481,Germany,631.96
539637,2010-12-20 15:22:00,14083,United Kingdom,112.68
539639,2010-12-20 15:26:00,14083,United Kingdom,37.67
539641,2010-12-20 15:30:00,15311,United Kingdom,134.14
539642,2010-12-20 15:35:00,15867,United Kingdom,242.92000000000002
539645,2010-12-20 16:03:00,17230,United Kingdom,0.95
539646,2010-12-20 16:04:00,17230,United Kingdom,28.5
539647,2010-12-20 16:08:00,15460,United Kingdom,216.76
539653,2010-12-20 16:50:00,13564,United Kingdom,658.38
539654,2010-12-20 17:05:00,17340,United Kingdom,1689.12
539658,2010-12-21 09:34:00,17213,United Kingdom,302.95
539659,2010-12-21 09:47:00,15034,United Kingdom,842.9
539660,2010-12-21 09:48:00,15581,United Kingdom,9.2
539662,2010-12-21 10:18:00,14135,United Kingdom,117.60000000000001
539663,2010-12-21 10:26:00,17961,United Kingdom,396.84999999999997
539664,2010-12-21 10:30:00,14135,United Kingdom,25.200000000000003
539666,2010-12-21 10:41:00,16029,United Kingdom,479.4
539675,2010-12-21 10:51:00,12971,United Kingdom,114.60000000000001
539676,2010-12-21 10:54:00,12423,Belgium,237.93
539688,2010-12-21 11:00:00,12678,France,150.0
539716,2010-12-21 12:57:00,17990,United Kingdom,148.0
539717,2010-12-21 13:03:00,15208,United Kingdom,65.4
539720,2010-12-21 13:22:00,16996,United Kingdom,97.84
539721,2010-12-21 13:34:00,17306,United Kingdom,324.0
539722,2010-12-21 13:45:00,14911,EIRE,762.3000000000001
539723,2010-12-21 13:49:00,14737,United Kingdom,434.0
539724,2010-12-21 13:53:00,13029,United Kingdom,382.5
539725,2010-12-21 13:58:00,17211,United Kingdom,182.19
539727,2010-12-21 14:26:00,12678,France,71.28
539728,2010-12-21 14:26:00,16270,United Kingdom,1141.24
539730,2010-12-21 14:54:00,13487,United Kingdom,193.15
539731,2010-12-21 15:05:00,14646,Netherlands,8520.92
539732,2010-12-21 15:09:00,16996,United Kingdom,29.700000000000003
539752,2010-12-21 15:43:00,12515,Italy,383.7
539754,2010-12-21 16:06:00,12748,United Kingdom,69.29
539755,2010-12-21 16:08:00,17961,United Kingdom,45.35
539760,2010-12-21 17:16:00,17400,United Kingdom,424.17
539761,2010-12-22 10:29:00,17593,United Kingdom,662.9
539762,2010-12-22 10:29:00,13953,United Kingdom,500.0
539764,2010-12-22 11:07:00,14533,United Kingdom,433.5
539766,2010-12-22 11:11:00,14092,United Kingdom,351.08
539826,2010-12-22 12:39:00,15044,United Kingdom,615.6
539828,2010-12-22 12:44:00,15044,United Kingdom,23.8
539829,2010-12-22 12:47:00,12734,France,110.39999999999999
539831,2010-12-22 13:17:00,14606,United Kingdom,108.63
539835,2010-12-22 13:39:00,16477,United Kingdom,318.75
539836,2010-12-22 13:46:00,17894,United Kingdom,135.34
539837,2010-12-22 13:48:00,14532,United Kingdom,222.6
539840,2010-12-22 14:28:00,12383,Belgium,600.72
539858,2010-12-22 16:19:00,18092,United Kingdom,610.8
539859,2010-12-22 16:23:00,17905,United Kingdom,192.4
539864,2010-12-23 09:55:00,15562,United Kingdom,134.55
539865,2010-12-23 09:59:00,15587,United Kingdom,344.88
539867,2010-12-23 10:38:00,13922,United Kingdom,172.25
539920,2010-12-23 11:06:00,14085,United Kingdom,390.95
539921,2010-12-23 11:09:00,12748,United Kingdom,20.3
539933,2010-12-23 11:24:00,15235,United Kingdom,529.59
539946,2010-12-23 11:46:00,13817,Germany,128.7
539953,2010-12-23 12:03:00,12748,United Kingdom,12.35
539954,2010-12-23 12:04:00,13777,United Kingdom,121.62
539957,2010-12-23 12:58:00,12585,Germany,1262.85
539978,2010-12-23 14:06:00,13165,United Kingdom,354.64
539981,2010-12-23 14:35:00,13304,United Kingdom,300.42
539982,2010-12-23 14:40:00,15311,United Kingdom,256.61
539984,2010-12-23 14:58:00,14911,EIRE,289.85
539985,2010-12-23 15:16:00,15856,United Kingdom,968.77
539987,2010-12-23 15:32:00,12748,United Kingdom,6.95
539988,2010-12-23 16:06:00,18116,United Kingdom,353.69
539993,2011-01-04 10:00:00,13313,United Kingdom,307.3
540001,2011-01-04 10:22:00,18097,United Kingdom,474.66
540002,2011-01-04 10:23:00,16656,United Kingdom,310.28
540003,2011-01-04 10:37:00,16875,United Kingdom,368.8
540004,2011-01-04 10:37:00,13094,United Kingdom,76.32000000000001
540005,2011-01-04 10:38:00,17315,United Kingdom,190.56
540013,2011-01-04 11:30:00,16255,United Kingdom,299.6
540014,2011-01-04 11:34:00,14606,United Kingdom,339.68
540015,2011-01-04 11:40:00,13319,United Kingdom,510.89
540016,2011-01-04 11:42:00,16282,United Kingdom,168.3
540017,2011-01-04 11:48:00,13963,United Kingdom,215.41
540019,2011-01-04 12:18:00,12957,United Kingdom,413.68
540020,2011-01-04 12:45:00,14462,United Kingdom,109.3
540021,2011-01-04 12:51:00,17841,United Kingdom,516.97
540022,2011-01-04 12:57:00,17188,United Kingdom,388.72
540023,2011-01-04 12:58:00,15039,United Kingdom,794.66
540024,2011-01-04 13:03:00,15039,United Kingdom,23.8
540025,2011-01-04 13:22:00,17428,United Kingdom,323.04
540027,2011-01-04 13:30:00,14210,United Kingdom,363.66
540028,2011-01-04 13:38:00,14180,United Kingdom,284.6
540029,2011-01-04 13:47:00,16029,United Kingdom,90.0
540031,2011-01-04 13:50:00,17975,United Kingdom,431.88000000000005
540032,2011-01-04 13:50:00,13397,United Kingdom,299.92
540033,2011-01-04 14:12:00,13680,United Kingdom,871.48
540040,2011-01-04 14:20:00,12483,Sweden,547.56
540043,2011-01-04 14:21:00,15164,United Kingdom,173.39000000000001
540059,2011-01-04 14:33:00,17457,United Kingdom,385.8
540060,2011-01-04 14:40:00,14732,United Kingdom,203.1
540073,2011-01-04 14:47:00,16814,United Kingdom,644.13
540093,2011-01-04 15:24:00,16725,United Kingdom,112.30000000000001
540094,2011-01-04 15:33:00,14221,United Kingdom,312.95
540095,2011-01-04 15:40:00,14553,United Kingdom,201.94
540096,2011-01-04 15:43:00,13253,United Kingdom,476.48
540098,2011-01-04 15:50:00,16241,United Kingdom,160.38
540099,2011-01-04 16:41:00,15808,United Kingdom,733.92
540113,2011-01-05 09:11:00,13126,United Kingdom,323.87
540114,2011-01-05 09:44:00,15498,United Kingdom,243.4
540115,2011-01-05 09:51:00,15235,United Kingdom,112.65
540120,2011-01-05 10:08:00,17675,United Kingdom,969.36
540121,2011-01-05 10:35:00,16145,United Kingdom,366.06
540122,2011-01-05 10:39:00,13694,United Kingdom,1179.6
540126,2011-01-05 10:45:00,13798,United Kingdom,1209.1
540130,2011-01-05 10:46:00,13798,United Kingdom,393.9
540146,2011-01-05 10:51:00,15002,United Kingdom,261.5
540148,2011-01-05 10:58:00,14189,United Kingdom,364.8
540149,2011-01-05 11:00:00,12921,United Kingdom,481.7
540153,2011-01-05 11:25:00,15841,United Kingdom,331.6
540157,2011-01-05 11:41:00,15311,United Kingdom,1145.33
540159,2011-01-05 11:47:00,16112,United Kingdom,72.0
540160,2011-01-05 11:50:00,15769,United Kingdom,2574.48
540161,2011-01-05 11:52:00,16719,United Kingdom,152.45
540162,2011-01-05 11:52:00,13089,United Kingdom,95.65
540163,2011-01-05 11:52:00,13089,United Kingdom,958.93
540166,2011-01-05 12:09:00,13629,United Kingdom,660.0
540167,2011-01-05 12:13:00,16600,United Kingdom,125.86
540168,2011-01-05 12:15:00,13715,United Kingdom,445.22
540169,2011-01-05 12:20:00,14527,United Kingdom,229.75
540170,2011-01-05 12:21:00,13767,United Kingdom,170.4
540172,2011-01-05 12:29:00,18109,United Kingdom,138.98000000000002
540173,2011-01-05 12:32:00,15661,United Kingdom,116.0
540174,2011-01-05 12:35:00,16353,United Kingdom,102.0
540175,2011-01-05 12:37:00,16532,United Kingdom,1910.4
540176,2011-01-05 12:40:00,17511,United Kingdom,3862.14
540178,2011-01-05 12:42:00,12681,France,556.07
540179,2011-01-05 12:54:00,16033,United Kingdom,481.14
540180,2011-01-05 13:05:00,15984,United Kingdom,107.89
540181,2011-01-05 13:09:00,13199,United Kingdom,199.44
540182,2011-01-05 13:29:00,14739,United Kingdom,229.56
540183,2011-01-05 13:37:00,15093,United Kingdom,1220.4
540184,2011-01-05 13:40:00,15266,United Kingdom,119.3
540185,2011-01-05 13:40:00,14653,United Kingdom,212.15
540185,2011-01-05 13:41:00,14653,United Kingdom,132.66
540187,2011-01-05 13:53:00,15358,United Kingdom,653.86
540188,2011-01-05 13:57:00,16771,United Kingdom,296.66
540239,2011-01-05 14:48:00,12682,France,835.11
540240,2011-01-05 15:09:00,17585,United Kingdom,417.81
540242,2011-01-05 15:30:00,15046,United Kingdom,511.95
540245,2011-01-05 15:42:00,13082,United Kingdom,379.44
540247,2011-01-05 15:56:00,15464,United Kingdom,1048.85
540248,2011-01-05 15:57:00,15034,United Kingdom,583.45
540249,2011-01-05 16:00:00,15298,United Kingdom,305.74
540251,2011-01-05 16:06:00,12748,United Kingdom,12.75
540253,2011-01-05 16:28:00,13225,United Kingdom,1263.72
540257,2011-01-05 17:33:00,12748,United Kingdom,238.55
540258,2011-01-06 08:52:00,14045,United Kingdom,682.8
540259,2011-01-06 09:00:00,18226,United Kingdom,417.3
540260,2011-01-06 09:40:00,13097,United Kingdom,771.29
540261,2011-01-06 09:57:00,13089,United Kingdom,730.88
540262,2011-01-06 10:01:00,14045,United Kingdom,242.54999999999998
540263,2011-01-06 10:03:00,18062,United Kingdom,169.8
540264,2011-01-06 10:20:00,17949,United Kingdom,432.0
540265,2011-01-06 10:46:00,15271,United Kingdom,253.1
540267,2011-01-06 11:12:00,12415,Australia,7011.38
540268,2011-01-06 11:25:00,13458,United Kingdom,1489.18
540269,2011-01-06 11:39:00,14135,United Kingdom,186.0
540273,2011-01-06 11:57:00,17368,United Kingdom,563.15
540274,2011-01-06 11:59:00,14618,United Kingdom,211.8
540275,2011-01-06 12:11:00,13680,United Kingdom,1520.1100000000001
540276,2011-01-06 12:16:00,14680,United Kingdom,1520.11
540277,2011-01-06 12:18:00,14258,United Kingdom,3120.2200000000003
540278,2011-01-06 12:31:00,15719,United Kingdom,433.04
540279,2011-01-06 12:32:00,13368,United Kingdom,35.400000000000006
540280,2011-01-06 12:37:00,12386,Australia,143.0
540288,2011-01-06 12:45:00,17634,United Kingdom,785.65
540316,2011-01-06 13:00:00,16676,United Kingdom,464.82
540345,2011-01-06 13:19:00,14299,United Kingdom,621.9
540348,2011-01-06 13:56:00,12841,United Kingdom,224.11
540349,2011-01-06 14:07:00,15379,United Kingdom,660.15
540350,2011-01-06 14:14:00,18283,United Kingdom,108.45
540351,2011-01-06 14:26:00,12735,France,319.77
540353,2011-01-06 14:53:00,13764,United Kingdom,499.89
540354,2011-01-06 14:58:00,13576,United Kingdom,623.6800000000001
540357,2011-01-06 15:14:00,13093,United Kingdom,1374.46
540358,2011-01-06 15:25:00,13599,United Kingdom,369.14
540359,2011-01-06 15:29:00,18041,United Kingdom,377.7
540361,2011-01-06 15:41:00,13408,United Kingdom,304.2
540362,2011-01-06 15:42:00,13656,United Kingdom,162.70000000000002
540363,2011-01-06 15:54:00,12971,United Kingdom,185.1
540364,2011-01-06 16:03:00,14505,United Kingdom,317.06
540365,2011-01-06 16:12:00,12413,France,479.25
540370,2011-01-06 16:25:00,13094,United Kingdom,76.32000000000001
540371,2011-01-06 16:35:00,14312,United Kingdom,309.55
540372,2011-01-06 16:41:00,13081,United Kingdom,3527.64
540373,2011-01-06 17:10:00,13280,United Kingdom,307.35
540374,2011-01-06 17:19:00,15845,United Kingdom,303.36
540383,2011-01-06 17:47:00,16422,United Kingdom,406.77000000000004
540387,2011-01-06 17:58:00,16306,United Kingdom,175.15
540395,2011-01-06 18:24:00,14702,United Kingdom,237.65
540396,2011-01-06 18:33:00,14031,United Kingdom,969.24
540397,2011-01-06 18:57:00,13187,United Kingdom,236.02
540399,2011-01-07 09:23:00,14047,United Kingdom,9.3
540401,2011-01-07 09:31:00,16013,United Kingdom,797.5999999999999
540402,2011-01-07 09:31:00,16567,United Kingdom,557.5600000000001
540404,2011-01-07 09:40:00,12947,United Kingdom,301.66
540405,2011-01-07 09:50:00,14828,United Kingdom,582.0
540406,2011-01-07 09:53:00,13798,United Kingdom,495.0
540407,2011-01-07 09:55:00,16839,United Kingdom,427.47
540408,2011-01-07 09:55:00,16013,United Kingdom,637.5
540409,2011-01-07 10:00:00,16019,United Kingdom,504.25
540410,2011-01-07 10:04:00,12530,Germany,387.40000000000003
540411,2011-01-07 10:24:00,16551,United Kingdom,311.07
540412,2011-01-07 10:27:00,13842,United Kingdom,303.0
540413,2011-01-07 10:29:00,15194,United Kingdom,331.55
540414,2011-01-07 10:32:00,12481,Germany,603.09
540415,2011-01-07 10:47:00,16889,United Kingdom,523.05
540416,2011-01-07 10:55:00,16473,United Kingdom,149.41
540420,2011-01-07 11:13:00,12829,United Kingdom,207.25
540452,2011-01-07 11:49:00,13750,United Kingdom,325.44
540453,2011-01-07 11:54:00,13426,United Kingdom,302.45
540454,2011-01-07 11:57:00,16191,United Kingdom,368.52
540455,2011-01-07 12:07:00,12583,France,730.16
540456,2011-01-07 12:14:00,13534,United Kingdom,188.0
540457,2011-01-07 12:26:00,14217,United Kingdom,102.5
540458,2011-01-07 12:28:00,12501,Germany,2169.39
540459,2011-01-07 12:35:00,16191,United Kingdom,479.1
540460,2011-01-07 12:44:00,15607,United Kingdom,104.76
540461,2011-01-07 12:44:00,15139,United Kingdom,122.10000000000001
540462,2011-01-07 12:45:00,16779,United Kingdom,434.95000000000005
540463,2011-01-07 13:13:00,12489,France,334.93
540464,2011-01-07 13:17:00,14298,United Kingdom,1429.9
540465,2011-01-07 13:30:00,17707,United Kingdom,83.7
540466,2011-01-07 13:34:00,15649,United Kingdom,306.0
540467,2011-01-07 13:39:00,18198,United Kingdom,300.54
540469,2011-01-07 14:04:00,12484,Spain,1138.67
540471,2011-01-07 14:21:00,15601,United Kingdom,688.45
540472,2011-01-07 14:22:00,18179,United Kingdom,335.8
540473,2011-01-07 14:31:00,17284,United Kingdom,716.11
540475,2011-01-07 14:43:00,15311,United Kingdom,141.48000000000002
540477,2011-01-07 14:49:00,13233,United Kingdom,304.24
540478,2011-01-07 14:53:00,15769,United Kingdom,2970.0
540479,2011-01-07 15:19:00,14889,United Kingdom,135.9
540480,2011-01-07 15:27:00,12480,Germany,816.25
540481,2011-01-07 15:42:00,16955,United Kingdom,165.88
540482,2011-01-07 15:48:00,14672,United Kingdom,285.28000000000003
540489,2011-01-07 16:32:00,13593,United Kingdom,559.85
540493,2011-01-07 16:34:00,14867,United Kingdom,300.74
540496,2011-01-07 17:18:00,15485,United Kingdom,328.54
540498,2011-01-09 10:06:00,17243,United Kingdom,268.8
540499,2011-01-09 10:21:00,16923,United Kingdom,365.2
540500,2011-01-09 10:26:00,15465,United Kingdom,390.29999999999995
540501,2011-01-09 10:43:00,13162,United Kingdom,753.26
540502,2011-01-09 10:50:00,13183,United Kingdom,625.04
540504,2011-01-09 11:02:00,13668,United Kingdom,208.56
540505,2011-01-09 11:05:00,17095,United Kingdom,313.15
540506,2011-01-09 11:12:00,17796,United Kingdom,282.25
540507,2011-01-09 11:20:00,12939,United Kingdom,1933.2
540508,2011-01-09 11:20:00,14810,United Kingdom,146.55
540509,2011-01-09 11:27:00,14800,United Kingdom,537.99
540510,2011-01-09 11:32:00,15611,United Kingdom,104.25
540511,2011-01-09 11:34:00,14472,United Kingdom,334.26
540512,2011-01-09 11:39:00,17114,United Kingdom,142.24
540513,2011-01-09 11:41:00,13758,United Kingdom,422.4
540514,2011-01-09 11:43:00,15708,United Kingdom,431.77
540515,2011-01-09 11:54:00,15059,United Kingdom,182.78
540516,2011-01-09 12:01:00,16326,United Kingdom,267.2
540517,2011-01-09 12:02:00,17128,United Kingdom,157.09
540518,2011-01-09 12:03:00,14761,United Kingdom,97.5
540519,2011-01-09 12:12:00,12793,Portugal,413.68
540520,2011-01-09 12:31:00,17555,United Kingdom,195.45
540521,2011-01-09 12:46:00,12651,France,114.0
540522,2011-01-09 12:50:00,13102,United Kingdom,301.28
540523,2011-01-09 12:51:00,13069,United Kingdom,340.94
540524,2011-01-09 12:53:00,16735,United Kingdom,660.36
540525,2011-01-09 13:02:00,16833,United Kingdom,309.48
540526,2011-01-09 13:41:00,14606,United Kingdom,229.48
540528,2011-01-09 13:50:00,17800,United Kingdom,136.05
540529,2011-01-09 13:50:00,16748,United Kingdom,479.0
540530,2011-01-09 14:02:00,14755,United Kingdom,488.46000000000004
540531,2011-01-09 14:03:00,16549,United Kingdom,119.49000000000001
540532,2011-01-09 14:11:00,14702,United Kingdom,221.7
540533,2011-01-09 14:12:00,15005,United Kingdom,141.05
540534,2011-01-09 14:17:00,12971,United Kingdom,25.2
